9e934270b8	99942	११९५ ईश्वीमा त्यसले
714ea79000	b1c95	११९६ मा अजमेरका
d428fbdbbb	76dab	११ इलाका ४९ गाविसमा
22f4a957a7	ce4af	११ इलाका र
5bed4ec3ba	40e98	११ इलाका र
b725b57ab6	e7519	११ इलाका र
f5304bf082	93014	११ इलाका र
b5ab10abb1	90bdd	११ उपस्वास्थ्य चौकी
12fe507303	fb429	११ औं देखि
82a9b254a9	87f8b	११ औं देखि
c43f4dcead	1d40e	११ औं देखि
364d33a8ed	0234b	११औँ पञ्चवर्षीय योजनाको अन्तसम्ममा यी केन्द्रहरू सञ्चालन हुने सम्भावना छ ।
e5ffab30bd	06372	११ औँ शताब्दीमा सांगीतिक
a27b2387d8	970ca	११ गतेको सम्बोधनमा
7a6c0f0ed6	1b37d	११ गते भयो
d6336dc7f3	67933	११ गते भयो
f025d5c6cd	ece77	११ गते भयो
f86ea34cd1	8ef94	११ गते भयो
cf59d2f9da	41b2c	११ गते व्यङ्ग्यकार
17329d0b21	809f3	११ चम्चा पानीसँग
346f5fcc4b	c135e	११ चम्चा पानीसँग
3e377ecf30	bf591	११ चम्चा पानीसँग
81f198f088	963b9	११ चम्चा पानीसँग
2cc0a206bd	3e9ed	११ चम्चा सेवन गर्नाले
555f25f011	421cb	११ चम्चा सेवन गर्नाले
264160777c	35f03	११ जवानीमा अन्धो
2c1ded1ada	916c6	११ झारलको सिकार
ba3685fdee	b8154	११ झारलको सिकार
f4d288e607	8c66c	११ झारलको सिकार
3662784272	4ce22	११ डिसेम्बर १९३१
621ea94863	3b08b	११ डिसेम्बर १९३१
632649fa05	5f02c	११ डिसेम्बर १९३१
722fbc904f	f1193	११ डिसेम्बर १९३१
d8b3ec3380	dd9b6	११ डिसेम्बर २००७ मा
ead0cc4f82	d514c	११ डिसेम्बर २००७ मा
6de70366f8	2ee53	११ डिसेम्बरमा उनले
142b9a48aa	02e40	११ दिनअघि सिङ्गापुरस्थित
28094202c5	4ce22	११ दिनअघि सिङ्गापुरस्थित
6b3ecffc80	a1c52	११ दिनअघि सिङ्गापुरस्थित
adf2792e0d	b0bba	११ दिनअघि सिङ्गापुरस्थित
49b17432d1	ceb25	११ दिनसम्म आमरण
5011578ba8	d0cd7	११ दिनसम्म आमरण
4ad23caae8	1d9ac	११ नोभेम्बर १९७५
75ae6e68fb	1a5c1	११ नोभेम्बर १९७५
f4dbbc0b7a	24945	११ नोभेम्बर १९७५
a810e5816e	6a57a	११ बजेतिर तत्कालिन
2fb8df68a9	c135e	११ बजेदेखि बेलुका
8b9b8a6016	056c7	११ बजे रेडियो
9783963959	4b22c	११ बजे रेडियो
c71e5ea97c	75215	११ बजे रेडियो
d503a85f8a	af6bd	११ बुँदे राजनीतिक
591b0ad37d	ba7f5	११ मन्थन समालोचना
f746f18bba	4ce22	११ मन्थन समालोचना
0f08e3fe00	41295	११ महिना चलेको
89df3f7b74	5045d	११ महिना चलेको
1a79eb5a78	e3a27	११ मा अवस्थित मनोरम
76ca60c95a	90bdd	११ मा अवस्थित मनोरम
bf99c97011	aec56	११ मा अवस्थित मनोरम
02e19c6577	809f3	११ मा क्यानडाको
88cfcda677	d03c8	११ मा क्यानडाको
aac84aec22	6fa0e	११ र १२ औँ
2af272939a	a2a69	११ वटा इलाका
5bb43c504d	09eb9	११ वटा इलाका
a8a9ff3474	d2aac	११ वटा इलाका
07d1b884d6	d8cef	११ वटा जहाजहरूको
31c8c661c3	67933	११ वटा जहाजहरूको
1bdb852f98	3867c	११ वडामा विभाजित
289a1bc683	12e6a	११ वर्षको उमेर
76e038359d	970ca	११ वर्षको उमेर
ae3fd4236a	9cd73	११ वर्षको उमेर
0071083d08	97b71	११ वर्षको उमेरमा रक्सी
eacce73d96	ce4af	११ वर्षसम्म पार्टीले
352e57dfdc	f4763	११ श्लोक
a20338bd6d	581da	११ श्लोक
88bad7261c	b581f	११ सत्रहरूमा ५१
1194680173	66260	११ सितम्बरमा भएको
2748087cb0	a2a69	११ सितम्बरमा भएको
efd07205f8	b77af	१२००० श्लोक भएको
629b2170e0	551a5	१२०० भवनहरूलाई ऐतिहासिक
82a59d2e49	d26e5	१२०० भवनहरूलाई ऐतिहासिक
e43b1e1741	109c6	१२०० भवनहरूलाई ऐतिहासिक
1488bf2a1f	c359d	१२००सम्म रहेको मानिन्छ
aac094b0ee	0d8ef	१२००सम्म रहेको मानिन्छ
8f41939be7	96ad5	१२०६ १५२७ र पछि
b4705502e9	07179	१२०६ १५२७ र पछि
ac3387df5c	9cd73	१२०६ पछि दिल्ली
1476e1dd6e	6c1a9	१२० हाई स्कुलहरूमा
a7bbaea1ab	58fb5	१२० हाई स्कुलहरूमा
55b664cbac	bee0c	१२१२ १२७३ तेरतोन
5dcc799752	70e10	१२ १४ घण्टा चल्थ्यो
bad4eab457	a3872	१२ १४ घण्टा चल्थ्यो
6e8ac0e465	c359d	१२२४ महिला रहेका छन्
de0ee231ca	1cec5	१२२४ महिला रहेका छन्
f9325e93c7	70e10	१२२४ महिला रहेका छन्
1c8bb18eb0	2001f	१२२ जनालाई
ef4581018f	28f92	१२२ जनालाई
6bea7e08c5	c0181	१२२ हेक्टर उत्पादनशील
acd106ae9a	370bf	१२२ हेक्टर उत्पादनशील
0448dd4609	ca98b	१२३६ ईश्वीसम्म
15bfa9f181	33783	१ २ ३ आदि
cc1d1b190f	12e6a	१ २ ३ आदि
5e8a11ae6f	8570d	१२४२२ हेक्टर रहेको छ
8bde4ceff0	7fda9	१२४२२ हेक्टर रहेको छ
c336c2dc8e	90bdd	१२४२२ हेक्टर रहेको छ
e0a3284dd8	61821	१२५ मेगावाट छ
6acb1beda4	6a57a	१२५ वर्षअघि नेपाल
dada04e5dc	b3c22	१२७४२ किमि छ
26936e34b2	bc806	१२८ करोड
cebe479832	29c22	१२८ करोड
221493c285	aa10c	१२ अक्टोबर २००५ मा
4a23b62b24	daaab	१२ अक्टोबर २००५ मा
58647b53b4	12f3b	१२ अक्टोबर २००५ मा
4ed338c8a0	da6d1	१२ अक्टोबर २००७ मा
838073e155	7ea66	१२ अक्टोबर २००७ मा
a54dee1a39	9d08c	१२ अक्टोबर २००७ मा
cba2debc6c	bee0c	१ २ आदि
4b268b9c0f	3df82	१२ आपत्ति अनुविभाग
84102eee0e	2ddbf	१२ आपत्ति अनुविभाग
a7aee99732	14763	१२ उपाङ्ग ओवाइय
1b37c3a40b	ee50f	१२ एवं २९ श्लोक
6dc4534afc	0d4f0	१२ औं वर्षमा
9602059abd	fad24	१२ औं वर्षमा
fe1939ec0e	4b9e4	१२ औं वर्षमा
475f9ccf4b	963b9	१२ औँ र १६ औँ
ba2ee04d63	db4bc	१२ औँ र १६ औँ
cab265a1ec	f9558	१२ किमी पक्की
68cada55ef	09e5c	१२ किलोमिटर छ
d1bcd52c6e	7ef78	१२ किलोमिटर छ
86f98863ee	57551	१२ किलोमिटर जतिको
fbd395c0d1	cfa65	१२ किलोमिटर जतिको
3e37801ac8	0a094	१२ को पनि
b84ea6a7f2	93014	१२ को पनि
1ad7fb6c67	41b2c	१२ घण्टा रहन्छ
6a926c3f85	5b437	१२ चम्चा तुलसीको गेडा आधा ग्लास पानीमा बेलुका भिजाएर बिहान खाने गरेमा ठिक हुन्छ।
b6817d95ce	f0c93	१२ चम्चा तुलसीको गेडा आधा ग्लास पानीमा बेलुका भिजाएर बिहान खाने गरेमा ठिक हुन्छ।
da7816a10b	2e769	१२ चौका
7fe7466346	81624	१२ जनाको मृत्यु भएको
f147e6b8ae	7ea66	१२ ज्यानै लिने
07f436035a	7f7ce	१२ ज्योतिलिङ्ग नाम
6e93ecea4d	84519	१२ ज्योतिलिङ्ग नाम
87eee85a48	9b105	१२ ठूला खरायो
1136905e42	acf91	१२ तारिकका दिन
53d0cb0d34	3534f	१२ तारिखका
7f97296e78	26ac9	१२ तारिखका
1dae7bb2a6	0d4f0	१२ तीन कविका
772f454df9	90bdd	१२ दिन जति
9fb0632695	43b70	१२ दिन जति
f4555a329f	ccdde	१२ दिन जति
b90b7abed6	d8bcb	१२ दिनमै
f4ef2de91f	55c0f	१२ दिनमै
1d314d5b42	3c2c4	१ २ दिनलाई म
5b01d6d43f	31a35	१ २ दिनलाई म
3732026a25	09eb9	१२ दिन लामो
c3c6ed7698	ef9b4	१२ दिन लामो
d05109d14d	90bdd	१२ दिन लामो
4810104ba0	1b37d	१२ पास गरेका
797a957548	12d45	१२ पास गरेका
1a0a7d2f35	76d6b	१ २ प्रतिशत
c8fd93071d	22333	१ २ प्रतिशत
26f3468c68	2ddbf	१२ फिट अग्लो हुन्छ
e33521a001	423bf	१२बाट घटेर
2544644e8a	8efbc	१२ बुँदे समझदारीलाई
4a12fe462b	40e98	१२ बुँदे समझदारीलाई
8dbd3b51f3	07f55	१२ मङ्सिरदेखि आफ्नो
f078183916	6059d	१२ मङ्सिरदेखि आफ्नो
4ab596e87f	0bb95	१२ महिनाहरूमध्ये असोज
e823918e93	b66ee	१२ मा अवस्थित
132a066ccc	d514c	१२ लाख ९६
c07ec38cc0	f18bd	१२ लाख ९६
e6bd3a82e6	0bb95	१२ लाख ९६
85c88793ed	2fb12	१२ वटा आइतबार चाँहि
b0aef6d40f	2e769	१२ वटा स्वरवर्ण
1af9db03f6	4483c	१२ वर्षको उमेरमा
4bb0bd4798	6a57a	१२ वर्षको उमेरमा
eb9fce3398	51385	१२ वर्षको उमेरमा
f0d2a40d2b	8fbe4	१२ वर्षको उमेरमा
7b1a84d4dd	5853c	१२ वर्षछि ०५९ मा
47c463253b	fad24	१२ वर्षमा मेला
8ebad66213	839e7	१२ वर्षसम्म तप
c05d0293c6	41295	१२ वर्षसम्म तप
1042e614e7	0b9e3	१२ वर्षसम्म महादेवको
858d795845	1df77	१२ वर्षसम्म महादेवको
0052912514	73d74	१२ वर्षे मकर
8c8071c7e4	09e5c	१२ वर्षे मकर
aed2a91bb1	8389b	१२ वर्षे मकर
a19cf54d0c	7ef78	१२ सेकेन्डसम्म उड्छ
070f1af459	02e40	१२ स्वतन्त्रताको हक
6e466ff1c5	8b655	१२ स्वतन्त्रताको हक
055477fc35	12694	१३० मिटर अग्लो छ
1f68aacc14	dfb01	१३० मिटर अग्लो छ
94e17ed4b3	aeab9	१३० मिटर अग्लो छ
a2d9bdc63b	b0f78	१३० मिटर अग्लो छ
f72bbb10f8	e8b29	१३० मिटर अग्लो छ
31ab9ba89d	090ea	१३ १ मार्च
fbaadec618	6c67c	१३ १ मार्च
105121a41d	4a756	१३४ प्रतिशत छ
1068e161b5	e349f	१३४ मा डेब्यु गर्‍यो
c0fb0276e8	43655	१३४ मा डेब्यु गर्‍यो
0db911a5f1	c536c	१३५१ सम्ममा
2079cd77d0	93014	१३५१ सम्ममा
934b173796	4714f	१३८३ सम्म सिन्धुलीगढी
feb6cb4ece	e455a	१३८३ सम्म सिन्धुलीगढी
b7acc0dd40	55c0f	१३ अप्रिल १९७०
f56c72e90f	f4b4a	१३ अप्रिल १९७०
809598419f	63255	१३ अरब यो
b039167dfa	412d7	१३ अरब यो २५८६ मिलियन अमेरिकी डलरको बराबर छ।
76b58db241	95358	१३ अरब वा
bd1a025fad	6c16b	१३ अरब वा
204626cc30	90c1c	१३ औं वर्षमा
decf19d23f	9c1c2	१३औं शतीसम्म
3749f7993c	bee0c	१३ औँ शताब्दीका चिस्ती
9eae5db9b1	fad24	१३ औँ शताब्दीका चिस्ती
c0f991cba2	b0f78	१३ औँ शताब्दीका चिस्ती
735209a09f	8efbc	१३ औँ शतीको
2eecfbb614	41b2c	१३ गते भानुनगर
3b32aed91d	cbbed	१३ गुना अधिक
1fc6af2213	b365e	१३ जुन २०११
24cb498d6a	c687c	१३ जुन २०११
9bd838ecbc	0234b	१३ जुलाई २०११ मा
4bbe1b20c4	1f790	१३ डिसेम्बर १९८७
7aa97b810e	bda65	१३ डिसेम्बर १९८७
af9ea7e025	25ff3	१३ डिसेम्बरलाई प्रबन्धन
016886332c	e8b29	१३ दिनसम्म क्रियामा
6627f3e82b	66260	१३ दिनसम्म क्रियामा
3cac630e8e	92fd3	१३ नेपाली नाटक
d605164d21	0d4f0	१३ नेपाली नाटक
f89f8ffd0d	4ce22	१३ पटक कुमारीघरबाट
a166e42c49	15b60	१३ बुद्धिमानी माछा
4944fe4f3c	09eb9	१३ मा प्रकाशित
58485abbd9	c46b5	१३ मा प्रकाशित
c7851efbe1	ef9b4	१३ मा प्रकाशित
da2b4f7bf0	d0cd7	१३ मा प्रकाशित
d1918ceff7	30a15	१३ मिटर अग्लो छ
e64c83d439	423bf	१३ मिटर अग्लो छ
ea57c2623a	aec4a	१३ मिटर अग्लो छ
42ca28d07a	01173	१३ लाख लिटर
dbfff43e69	f6e28	१३ लाख लिटर
052ecc4005	58428	१३ वटा अङ्क
bd010f53f0	84519	१३ वटा अङ्क
ec963a376f	93f47	१३ वटा हुने भएकोले
365b445339	1fa10	१३ वर्षका
400ad1790e	bda65	१३ वर्षको उमेरमा
4203718261	d26e5	१३ वर्षको उमेरमा
01e1270a5a	58428	१३ वर्षको भइस्
1577c7bf46	c09aa	१३ वर्षको भइस्
1d9c94ceaa	737fb	१३ वर्षको भइस्
f3980dfab4	c69a8	१३ सन्तान मध्ये
4d43c1ae43	809f3	१३ हजार ८३० वटा नम्बर
57879e0795	deca4	१३ हजार ८३० वटा नम्बर
71f1bfa9b6	6fcfb	१३ हजार ८३० वटा नम्बर
9b7ef6cdd4	15b60	१३ हुन्छन्
daf8dc9d24	c0c00	१३ हुन्छन्
4ab71ea94a	01cf0	१४११ इस्वीमा
0b10f8368d	d2aac	१४१४ इस्वीमा
f3ea2f87ec	f6cb7	१४१४ इस्वीमा
cbf4e99696	4cefa	१४२२ मा जीर्णोद्धार
25ff5d668a	c652e	१४२३ इस्वीमा गरियो
bfb2581cef	e72b0	१४२३ इस्वीमा गरियो
e6eba09824	276bb	१४२३ इस्वीमा गरियो
28a345a254	fd362	१४८ बैशाख पूर्णिमामै
a9825bacda	5297a	१४८ बैशाख पूर्णिमामै
4223d79409	0b298	१४ अगस्ट २००७
6b868a7a9f	a2ab6	१४ अगस्ट २००७
4064d7c6a9	30b96	१४ अध्याय छन्
5619da912a	c0b92	१४ अध्याय छन्
d0d573eb57	7ef78	१४ औं शताब्दीका
2df2ebe2c4	bc6b6	१४औं शताब्दीको
c84c620f3e	be2ee	१४औं शताब्दीको
02b2941e30	b33c6	१४औं शताब्दीको महामारीले
61fc66fde3	7070f	१४औं शताब्दीको महामारीले
765cfcdcb2	6c1a9	१४ औं शताब्दीमा
894a6653d3	6d96c	१४ औं शताब्दीमा
7c582b728b	c06a7	१४ औं शिखरमा
9299fa80a3	90c1c	१४ औं शिखरमा
c4e98931ff	99866	१४औं शिखरमा
26e45a7bda	ceb25	१४ गते
8e5baf139f	1f917	१४ गते
c805022a1b	67933	१४ गते
afb3e41398	76223	१४ गते काठमाडौँको
a50287c24f	bf591	१४ छुवाछुत तथा
c054d6a6f0	31a35	१४ छुवाछुत तथा
ee6605d67b	df933	१४ जना असफल
2982adb9dc	3534f	१४ जुलाई २०१०
8dce377bcf	43655	१४ जुलाई २०१०
b3f5828a22	2771e	१४ जुलाई २०१०
659ddba832	d8bcb	१४ डेटिङको प्रयोग
eb6c39a03b	aead3	१४ डेटिङको प्रयोग
fc9816b104	cb74d	१४ डेटिङको प्रयोग
969fbe5331	41d46	१४ दिनसम्म लाइसेन्सहरू
8049d809e7	4c228	१४ निरुक्तकार
9c6260002d	ee687	१४ निरुक्तकार
16aba08204	804c8	१४ प्रमुख थिइन्
25e3b872e1	aec56	१४ प्रमुख थिइन्
5b5470321c	40e98	१४ प्रमुख थिइन्
3d41c3485c	c0c00	१४ फागुन दाइजो
440a8488c2	1f790	१४ फागुन दाइजो
6052f8a9c4	f9558	१४ फागुन दाइजो
81ec059485	95635	१४ फागुन दाइजो
5783e4d31e	6fcfb	१४ फेब्रुअरि १९७२
21711fbf83	8dfc8	१४ मिटर लामो
